TITLE,LOCATION,FACING,FLOOR,BEDROOM,BATHROOM,BUILT YEAR,PARKING,AMENITIES,PRICE_NPR,RATE_VALUE,RATE_UNIT,RATE_DENOMINATOR,LAND_AREA_AANA,BUILDUP_AREA_SQFT,ROAD_ACCESS_FEET
"Semi furnished house on rent in Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",North,3.0,5.0,5.0,2074 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']",,150000.0,NPR,m,,,20.0
"Attractive house for sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",West,,,,2067 B.S,,"['Power Backup', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']",60000000.0,,,,8.0,,15.0
"House on sale in Narayantar, Kathmandu","Narayantar, Kathmandu",South,3.0,6.0,3.0,2067 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']",24000000.0,,,,3.0,,11.0
"Beautiful house for rent in Grande Villa, Tokha","Grande Villa, Kathmandu",South,2.5,3.0,2.0,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']",,60000.0,NPR,m,,,15.0
"House on sale at Bhairabchaur, Gokarneshwor","Bhairabchaur, Kathmandu",South,3.5,,,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']",35000000.0,,,,10.2,4000.0,12.0
"House for rent in Town Planning, Khusibu","Khusibu, Kathmandu",South,2.0,2.0,2.0,2077 B.S,,"['Earthquake Resistant', 'Drinking Water', 'Drainage', 'Bathroom', 'Parking']",,35000.0,NPR,m,,,16.0
Commercial space for rent in Kalanki,"Kalanki, Kathmandu",,,,,2065 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']",,185000.0,NPR,m,14.609203798392988,5000.0,20.0
New built house on sale in Budhanilkantha,"Budhanilkantha, Kathmandu",North,2.5,6.0,4.0,2068 B.S,,"['Drinking Water', 'Drainage', 'Parking', 'Bathroom']",32000000.0,,,,4.0,,13.0
"Luxurious Houses available at Downtown Residency, Dhapakhel","Nagdaha, Lalitpur",North,2.5,4.0,4.0,2077 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Water Purifier', 'Earthquake Resistant', 'Marbel', 'Parquet', 'Garden', 'Modular Kitchen', 'Parking', 'Power Backup']",33000000.0,,,,3.2,2460.0,20.0
House for sale at Sorhakhutte,"Sorhakhutte, Kathmandu",South,3.5,9.0,4.0,2078 B.S,,"['Earthquake Resistant', 'Marbel', 'Sofa', 'CC Camera', 'Power Backup', 'Water Purifier', 'Modular Kitchen', 'Parking', 'Internet', 'Drinking Water', 'Bathroom']",47500000.0,,,,5.0,4080.0,12.0
Beautiful house on sale at Raniban,"Raniban, Kathmandu",South,2.5,6.0,4.0,2054 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Power Backup', 'Parking', 'Drinking Water', 'Bathroom', 'Drainage', 'Modular Kitchen']",28000000.0,,,,3.5,1900.0,20.0
"House on sale in Dhapasi, Kathmandu","Dhapasi, Kathmandu",East,2.5,4.0,4.0,2080 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']",37500000.0,,,,6.0,,15.0
"Beautiful house for sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",North,2.5,6.0,5.0,2078 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']",29000000.0,,,,3.2,,12.0
"House on sale near Shemrock School, Gongabu","Gongabu, Kathmandu",West,2.0,4.0,2.0,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Marbel', 'Parking', 'Power Backup']",37000000.0,,,,5.0,,10.0
"House on sale at Sampang Chowk, Lalitpur","Sampang Chowk, Lalitpur",South,2.5,5.0,5.0,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Earthquake Resistant', 'Marbel']",38500000.0,,,,5.2,,13.0
Brand new bungalow house for sale at Budhanilkantha,"Budhanilkantha, Kathmandu",South,2.5,5.0,,2077 B.S,,"['Earthquake Resistant', 'Marbel', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']",47500000.0,,,,4.3,,15.0
"House on sale near Panchakanya School, Baluwatar","Baluwatar, Kathmandu",East,3.5,8.0,7.0,2074 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Power Backup', 'Parquet']",71500000.0,,,,6.0,,12.5
"House on sale in Ganeshchowk, Budhanilkantha","Ganesh Chowk, Kathmandu",South,2.5,6.0,5.0,2075 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Parking']",62000000.0,,,,6.1,,15.0
"Semi bungalow house for sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",West,2.5,6.0,5.0,2078 B.S,,"['Power Backup', 'Drainage', 'Bathroom', 'Drinking Water']",45000000.0,,,,5.0,,13.0
"Beautiful house on sale in Budhanilkantha, kathmandu","Budhanilkantha, Kathmandu",South,2.5,5.0,5.0,2074 B.S,,"['Drainage', 'Parking', 'Drinking Water', 'Bathroom']",37500000.0,,,,4.2,,13.0
"House for sale near Mediciti Hospital, Nakkhu","Nakkhu, Lalitpur",North,2.5,6.0,5.0,2075 B.S,,"['Earthquake Resistant', 'Parquet', 'Drinking Water', 'Parking', 'Bathroom', 'Drainage']",31000000.0,,,,4.2,,16.5
"Brand new house for sale in Gwarko, Lalitpur","Gwarko, Lalitpur",South,3.5,6.0,5.0,2074 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Power Backup', 'Garden', 'Modular Kitchen', 'Parking', 'Playground', 'Drinking Water', 'Bathroom', 'Drainage']",35500000.0,,,,4.2,1541.0,14.0
"House on sale near ward office, Gothatar","Gothatar, Kathmandu",West,3.5,7.0,6.0,2078 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Power Backup', 'Parking', 'Power Backup']",56000000.0,,,,7.0,,14.0
House on sale at Kalimati,"Kalimati, Kathmandu",South-East,3.0,5.0,5.0,2057 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']",92500000.0,,,,9.2,,13.0
"House for sale in Nalinchowk, Bhaktpur ","Nalinchwok, Bhaktapur",North,2.5,3.0,3.0,2074 B.S,,"['Bathroom', 'Drainage', 'Drinking Water', 'Parking']",11000000.0,,,,3.0,,8.0
"Bungalow for sale near Euro School, Ganesh Chowk","Ganesh Chowk, Kathmandu",South,2.5,3.0,3.0,2074 B.S,,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Power Backup']",70000000.0,,,,8.0,,15.0
"Residential house for sale in Grande Villa, Tokha","Grande Villa, Kathmandu",North,,4.0,,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Marbel', 'Parking']",39000000.0,,,,4.3,1550.0,16.0
"Beautiful bungalow for sale in Thecho, Lalitpur","Thecho, Lalitpur",South,3.0,5.0,5.0,2077 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Modular Kitchen', 'Parking', 'Garden']",79500000.0,,,,9.0,4200.0,15.5
"Beautiful house on sale in Kharibot, Samakhusi","Samakhushi chowk, Kathmandu",North,2.5,6.0,5.0,2074 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Power Backup']",33000000.0,,,,4.0,,13.0
"Attractive house on sale in Aakasedhara, Kapan","Aakasedhara, Kathmandu",,2.5,,,2078 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']",32000000.0,,,,4.0,,15.0
Brand new bungalow for sale in Dhumbarahi,"Dhumbarahi, Kathmandu",South-East,2.5,5.0,4.0,2077 B.S,,"['Marbel', 'Parquet', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Power Backup']",65000000.0,,,,6.0,,20.0
"Brand new house on sale in Kharibot, Kapan","Kharibot, Kathmandu",East,3.0,6.0,4.0,2074 B.S,,"['Bathroom', 'Drainage', 'Power Backup', 'Drinking Water', 'Parking']",23500000.0,,,,3.0,,13.0
House for rent in Basundhara Chowki,"Basundhara, Kathmandu",South,3.5,10.0,8.0,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Power Backup']",,150000.0,NPR,m,,,15.0
Modern bungalow for sale in Lazimpat,"Lazimpat, Kathmandu",North-West,3.5,5.0,5.0,2077 B.S,,"['Marbel', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden']",130000000.0,,,,13.0,7052.0,30.0
"Beautiful house for sale in Mandikhatar, Kathmandu","Mandikhatar, Kathmandu",East,2.5,,,2074 B.S,,"['Bathroom', 'Drainage', 'Power Backup', 'Drinking Water']",38800000.0,,,,5.0,,15.0
"House for sale in Ekatabasti, Jyotingar","Sukedhara, Kathmandu",South,2.5,,,2068 B.S,,"['Power Backup', 'Bathroom', 'Drainage', 'Drinking Water']",28500000.0,,,,3.0,,20.0
Luxurious bungalow for rent at Chundevi,"Chundevi, Kathmandu",South,2.0,5.0,5.0,2070 B.S,,"['Drainage', 'Garden', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel', 'Parquet']",,350000.0,NPR,m,32.0,,15.0
"House for sale near Medicity Hospital,Lalitpur","Nakkhu, Lalitpur",North-East,3.0,5.0,3.0,2059 B.S,,"['Power Backup', 'Drainage', 'Drinking Water', 'Bathroom', 'Parking']",36000000.0,,,,4.1,2524.0,10.0
"Beautiful house for sale at Ochu Height, Imadol","Ochu Height, Lalitpur",West,2.5,4.0,5.0,2050 B.S,,"['Drainage', 'Bathroom', 'Parking', 'Earthquake Resistant', 'Marbel']",22500000.0,,,,3.2,,13.0
"House on sale in Kamalpokhari, Imadol","Imadol, Lalitpur",North,2.0,4.0,4.0,2079 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage']",25000000.0,,,,3.1,,16.0
Brand new house on sale at Tikathali,"Tikathali, Lalitpur",South-East,2.5,6.0,5.0,2078 B.S,,"['Earthquake Resistant', 'Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']",23000000.0,,,,3.0,,13.0
"House for sale in Nayabasti, Banepa","Nayabasti, Kavrepalanchok",,2.0,5.0,2.0,2050 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Power Backup']",,,,,4.0,,15.5
Single storey house on sale at Tikathali,"Tikathali, Lalitpur",North,1.0,2.0,2.0,2074 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']",15000000.0,,,,3.0,,13.0
Attractive house on sale at Imadol,"Imadol, Lalitpur",West,2.5,4.0,4.0,2076 B.S,,"['Earthquake Resistant', 'Marbel', 'Drainage', 'Bathroom', 'Parking']",30000000.0,,,,3.2,,13.0
"House on sale at Mount View Residency, Hattiban","Hattiban, Lalitpur",North,2.5,4.0,4.0,2076 B.S,,"['Parking', 'Garden', 'Bathroom', 'Drainage', 'Drinking Water', 'Marbel']",35000000.0,,,,3.2,,22.0
Residential house for sale at Hattiban,"Hattiban, Lalitpur",South,2.5,5.0,2.0,2077 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Marbel', 'Earthquake Resistant', 'Parking']",25000000.0,,,,3.2,,13.0
Residential house on sale at Tikathali,"Tikathali, Lalitpur",South,2.5,5.0,5.0,2070 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel', 'Earthquake Resistant']",19500000.0,,,,2.2,,13.0
Beautiful house for sale at Imadol,"Imadol, Lalitpur",South,2.5,4.0,4.0,2079 B.S,,"['Drainage', 'Marbel', 'Bathroom', 'Parking']",37500000.0,,,,4.0,,13.0
Residential house for sale at Tikathali,"Tikathali, Lalitpur",South,2.5,4.0,4.0,2075 B.S,,"['Marbel', 'Bathroom', 'Drainage', 'Parking', 'Drinking Water']",19500000.0,,,,2.2,,13.0
"Beautiful house for sale in Tenzing Chowk, Kapan","Kapan, Kathmandu",South-East,2.5,6.0,5.0,2068 B.S,,"['Power Backup', 'Drainage', 'Bathroom', 'Drinking Water']",38500000.0,,,,5.1,,13.0
"House on sale in Bulbule, Chabahil","Chabahil, Kathmandu",South-East,2.5,5.0,2.0,2076 B.S,,"['Parking', 'Drainage', 'Bathroom', 'Drinking Water']",21500000.0,,,,5.2,,5.0
"Semi furnished house on sale in Chapali Height, Budhanilkantha","Chapali, Kathmandu",South-West,2.5,5.0,5.0,2076 B.S,,"['Drainage', 'Power Backup', 'Bathroom', 'Parking', 'Drinking Water']",33500000.0,,,,4.1,,15.0
Fully furnished bungalow for sale in Hattigauda,"Hattigaunda, Kathmandu",East,2.5,4.0,5.0,2076 B.S,,"['Power Backup', 'Drainage', 'Parking', 'Drinking Water', 'Bathroom', 'Garden']",37800000.0,,,,5.2,,15.5
Semi furnished house on sale in Budhanilkantha,"Budhanilkantha, Kathmandu",North,2.5,4.0,4.0,2076 B.S,,"['Power Backup', 'Drinking Water', 'Drainage', 'Parking', 'Bathroom']",26500000.0,,,,3.1,,18.0
Beautiful house on sale in Budhanilkantha,"Budhanilkantha, Kathmandu",North,2.5,6.0,5.0,2076 B.S,,"['Power Backup', 'Drinking Water', 'Drainage', 'Parking']",37000000.0,,,,6.0,,13.0
Newly built house on sale at Lamatar,"Lamatar, Lalitpur",South-East,1.0,2.0,1.0,2076 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Garden', 'Modular Kitchen', 'Parking', 'Drinking Water', 'Bathroom']",12000000.0,,,,3.0,720.0,13.0
Beautiful bungalow on sale at Bafal,"Bafal, Kathmandu",East,3.5,4.0,5.0,2075 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Marbel', 'Parking']",60000000.0,,,,8.3,,13.0
Semi furnished house on sale at Kadaghari,"Kadaghari, Kathmandu",North-East,4.5,11.0,4.0,2068 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage']",29000000.0,,,,4.0,,
"House on rent at Mitra Tole, Khumaltar","Khumaltar, Lalitpur",South-West,2.5,10.0,10.0,2076 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Parking', 'Marbel']",,450000.0,NPR,m,24.0,,14.0
"House on sale at Greenhill City, Mulpani, Kathmandu","Mulpani, Kathmandu",South-East,2.5,4.0,5.0,2075 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Power Backup', 'Water Purifier', 'Garden', 'Modular Kitchen', 'Parking', 'Internet', 'Drinking Water', 'Drainage']",,,,,4.2,2800.0,28.0
Newly built bungalow on sale at Hattigauda,"Hattigaunda, Kathmandu",,2.5,,,2074 B.S,,"['Parquet', 'Marbel', 'Earthquake Resistant', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']",47000000.0,,,,5.0,,14.0
Residential bungalow for sale at Budhanilkantha,"Budhanilkantha, Kathmandu",South,2.5,4.0,5.0,2068 B.S,,"['Bathroom', 'Drinking Water', 'Marbel', 'Parquet', 'Garden', 'Drainage', 'Parking', 'Power Backup']",82000000.0,,,,10.0,,15.0
Brand new residential house for sale in Hattigauda,"Hattigaunda, Kathmandu",,2.5,6.0,,2070 B.S,,"['Drinking Water', 'Bathroom', 'Earthquake Resistant', 'Marbel', 'Drainage', 'Parking']",44000000.0,,,,5.0,,14.0
"Beautiful bungalow on rent in Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",North-East,2.5,4.0,5.0,2079 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']",,105000.0,NPR,m,5.3,,40.0
"New duplex house on sale in Hattiban, Lalitpur","Hattiban, Lalitpur",North-East,3.0,7.0,5.0,2070 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Power Backup', 'Parking']",39500000.0,,,,4.1,,13.0
House for rent inside gated colony of Hattigauda,"Hattigaunda, Kathmandu",,2.5,4.0,4.0,2079 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Modular Kitchen', 'Swimming Pool', 'Gym']",,160000.0,NPR,m,,,17.0
"House on sale in Karyabinayak, Lalitpur","Karyabinayak, Lalitpur",South,2.5,3.0,4.0,2078 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage']",35000000.0,,,,3.0,,20.0
"Semi furnished house on sale in Gwarko, Lalitpur","Gwarko, Lalitpur",West,2.0,6.0,2.0,2080 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Power Backup', 'Parking']",25000000.0,,,,2.1,,13.0
House on sale in affordable price at Mulpani Chaur,"Mulpani, Kathmandu",West,2.5,6.0,4.0,2074 B.S,,"['Earthquake Resistant', 'Bathroom', 'Drainage', 'Parking', 'Power Backup', 'Marbel']",15500000.0,,,,4.0,,12.0
"Commercial building for sale in Machhapokhari, Balaju","Machhapokhari, Kathmandu",South-East,5.5,12.0,6.0,2076 B.S,,"['Drainage', 'Drinking Water', 'Power Backup', 'Bathroom', 'Parking']",55000000.0,,,,4.5,9500.0,20.0
Residential house for sale at Sanobharyang,"Sanobharyang, Kathmandu",East,2.5,4.0,4.0,2076 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'CC Camera', 'Power Backup', 'Garden', 'Parking', 'Playground', 'Internet', 'Bathroom', 'Drinking Water']",39500000.0,,,,4.2,2200.0,20.0
Full furnished house for rent in Sanobharyang,"Sanobharyang, Kathmandu",East,2.5,4.0,4.0,2077 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Power Backup', 'Parking']",,75000.0,NPR,m,3.2,,13.0
"Semi furnished bungalow for sale in Mahatomarg, Bhaisepati","Bhaisepati, Lalitpur",South-West,2.5,5.0,6.0,2070 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']",62500000.0,,,,6.2,2870.0,13.0
House for sale in Bharatpur -18,"Bharatpur, Chitwan",South-East,2.5,,,,,"['Bathroom', 'Drinking Water', 'Parking']",,,,,100.0,,20.0
Semi furnished bungalow for rent in Bhaisepati,"Bhaisepati, Lalitpur",,2.5,5.0,5.0,2059 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']",,150000.0,NPR,m,6.2,,20.0
Semi furnished house for sale in Shantinagar,"Shantinagar, Kathmandu",North,4.0,36.0,17.0,2050 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Marbel']",52500000.0,,,,6.2,,13.0
"House on sale in Sipadol, Bhaktapur","Sipadol, Bhaktapur",South,2.5,,,2079 B.S,,"['Earthquake Resistant', 'Marbel', 'Bathroom', 'Drainage', 'Parking']",15000000.0,,,,2.2,,13.0
Commercial building on sale at Machhapokhari,"Machhapokhari, Kathmandu",,5.5,,,2078 B.S,,"['Drainage', 'Bathroom', 'Parking', 'Marbel', 'Earthquake Resistant']",60000000.0,,,,6.1,,13.0
Beautiful bungalow house on sale in Budhanilkantha,"Budhanilkantha, Kathmandu",South,2.5,4.0,5.0,2050 B.S,,"['Marbel', 'Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']",82000000.0,,,,10.0,,15.0
"House on sale in Mahadevtar Height, Tokha","Dhapasi, Kathmandu",South,2.5,6.0,4.0,2074 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Power Backup', 'Parking']",,,,,4.0,,13.0
"Beautiful house on sale in Kapan, Budhanilkantha","Kapan, Kathmandu",North,2.5,5.0,5.0,2076 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage']",24000000.0,,,,3.1,,13.0
"Semi bungalow house on sale in Sukedhara, Kathmandu ","Sukedhara, Kathmandu",North,2.5,,,2076 B.S,,"['Drinking Water', 'Power Backup', 'Bathroom', 'Drainage', 'Parking']",,,,,4.0,,13.0
"Duplex house for sale in Deuwa Chowk, Budhanilkantha","Deuwa chowk, Kathmandu",East,2.5,8.0,5.0,2077 B.S,,"['Parking', 'Drinking Water', 'Garden', 'Bathroom', 'Playground', 'Drainage', 'Marbel', 'Earthquake Resistant']",49500000.0,,,,8.0,,13.0
"Under construction house is on sale at Taudaha, Kirtipur","Taudaha, Kathmandu",East,2.5,5.0,4.0,2070 B.S,,"['Bathroom', 'Drainage', 'Drinking Water', 'Parking', 'Marbel', 'Earthquake Resistant']",18000000.0,,,,3.0,,13.0
"House on sale in Chapali Height, Budhanilkantha","Chapali, Kathmandu",South-West,2.5,5.0,5.0,2079 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']",33500000.0,,,,4.1,,15.0
Beautiful bungalow on sale in Budhanilkantha,"Budhanilkantha, Kathmandu",South-East,2.5,6.0,3.0,2075 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking', 'Power Backup']",45000000.0,,,,8.2,,12.5
Brand new bungalow for sale in Mandikhatar,"Mandikhatar, Kathmandu",East,2.5,5.0,7.0,2068 B.S,,"['Marbel', 'Parquet', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Garden']",87500000.0,,,,11.0,,15.0
Brand new duplex house for sale in Dholahiti,"Dholahiti, Lalitpur",North,2.0,,,2076 B.S,,"['Drinking Water', 'Bathroom', 'Power Backup', 'Parking', 'Drainage']",41000000.0,,,,5.0,,13.0
"Attractive house for sale in Milan Chowk, Mulpani","Mulpani, Kathmandu",South,2.5,6.0,3.0,2078 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Earthquake Resistant', 'Marbel', 'Power Backup']",19500000.0,,,,3.0,,11.5
"Bungalow on sale near Buddha Colony, Pasikot","Pasikot, Kathmandu",North-East,2.5,6.0,5.0,2074 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Marbel']",34000000.0,,,,5.0,,13.0
"House for sale in Budhanilkantha, Kathmandu", undefined,East,2.5,4.0,5.0,2067 B.S,,"['Drinking Water', 'Drainage', 'Bathroom', 'Power Backup']",34000000.0,,,,5.0,,15.0
Newly built house on sale in Dhapasi Height,"Dhapasi, Kathmandu",South-East,2.5,5.0,7.0,2067 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage']",,,,,7.1,,16.0
"House for sale in Golfutar, Hepali Height","Golfutar, Kathmandu",West,2.5,5.0,5.0,2050 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Power Backup', 'Parking']",44500000.0,,,,5.0,,15.0
"House on sale in Gurjudhara, Chandragiri","Gurjudhara, Kathmandu",East,2.5,6.0,6.0,2078 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Power Backup']",22000000.0,,,,3.2,,13.0
Commercial house for sale in Dhapasi Kathmandu,"Dhapasi, Kathmandu",,,,,2077 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage']",,,,,5.0,,15.0
"Brand new house on sale near Karuna Hospital, Chunikhel","Chunikhel, Kathmandu",South,2.5,6.0,5.0,2065 B.S,,"['Earthquake Resistant', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Marbel', 'Internet']",28500000.0,,,,4.1,,13.0
"Semi furnished house on sale in Manjushreemarg, Bhaisepati","Bhaisepati, Lalitpur",South,2.5,5.0,4.0,2068 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']",27500000.0,,,,4.0,2400.0,13.0
"Single storey house on sale in Baluwakhani, Kapan","Baluwakhani, Kathmandu",East,1.0,2.0,1.0,2077 B.S,,"['Bathroom', 'Drainage', 'Drinking Water', 'Parking']",17000000.0,,,,3.2,,13.0
"Semi furnished house for sale in Hasantar, Nagarjun","Hasantar, Kathmandu",South-East,2.5,4.0,4.0,2078 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel', 'Power Backup']",48500000.0,,,,8.0,,20.0
Brand new bungalow house for sale in Golfutar,"Golfutar, Kathmandu",West,2.5,5.0,4.0,2078 B.S,,"['Earthquake Resistant', 'Marbel', 'Fridge', 'Sofa', 'Power Backup', 'Dining Room', 'MiCrowave', 'Washing Machine', 'Bed Room', 'Garden', 'Modular Kitchen']",65000000.0,,,,6.1,2500.0,14.0
"Fully furnished house for rent in Panipokhari, Kathmandu","Panipokhari, Kathmandu",East,2.5,,,,,"['Drainage', 'Bathroom', 'Drinking Water', 'Power Backup', 'Parking']",,200000.0,NPR,m,,,15.0
"Full furnished house on sale in Nakkhu, Lalitpur","Nakkhu, Lalitpur",North-East,,,,,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']",,,,,5.1,,15.0
"Furnished bungalow for sale at Mahatomarg, Bhaisepati","Bhaisepati, Lalitpur",South-East,2.5,4.0,4.0,2067 B.S,,"['Earthquake Resistant', 'Marbel', 'Bathroom', 'Drainage', 'Parking', 'Internet', 'Drinking Water', 'Power Backup']",49500000.0,,,,4.0,,13.0
"Beautiful house on sale in Jyotinagar, Budhanilkantha","Jyotinagar, Kathmandu",East,2.5,5.0,4.0,2078 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']",35000000.0,,,,5.0,,18.0
"House for rent at Baikunthapuri, Gongabu","Gongabu, Kathmandu",South-West,3.5,6.0,4.0,2078 B.S,,"['Marbel', 'Parquet', 'Drainage', 'Bathroom', 'Parking', 'Power Backup', 'Earthquake Resistant', 'Garden', 'Drinking Water']",,150000.0,NPR,m,8.0,,14.0
Commercial building for rent at New Baneshwor,"New Baneshwor, Kathmandu",East,5.0,6.0,3.0,2077 B.S,,"['Earthquake Resistant', 'Marbel', 'Bathroom', 'Drainage', 'Parking']",,450000.0,NPR,m,5.1,6500.0,10.0
Commercial building for rent at Lazimpat,"Lazimpat, Kathmandu",West,3.5,6.0,5.0,2065 B.S,,"['Earthquake Resistant', 'Marbel', 'Bathroom', 'Drainage', 'Parking']",,330000.0,NPR,m,11.68736303871439,4000.0,16.0
Commercial building for sale at Balkumari,"Balkumari, Lalitpur",North,4.0,8.0,5.0,2070 B.S,,"['Parking', 'Marbel', 'Bathroom', 'Drainage']",55000000.0,,,,5.2,,12.0
"Beautiful house for sale in Rudreshwor, Budhanilkantha","Rudreshwor, Kathmandu",South,2.5,4.0,4.0,,,"['Power Backup', 'Drinking Water', 'Garden', 'Bathroom', 'Parking', 'Drainage']",,,,,7.2,,14.0
"9 aana land with an old house for sale at Tinthana, Chandragiri","Tinthana, Kathmandu",East,2.5,4.0,2.0,2050 B.S,,"['Playground', 'Internet', 'Drinking Water', 'Drainage', 'Garden', 'Bathroom']",,3000000.0,NPR,aana,9.0,850.0,4.0
"House on sale at Baluwakhani, Kapan","Baluwakhani, Kathmandu",West,2.5,5.0,3.0,2065 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Power Backup']",24500000.0,,,,3.0,,20.0
"Residential house for sale in Goldhunga, Kathmandu","Goldhunga, Kathmandu",South,2.5,5.0,3.0,2050 B.S,,"['Drainage', 'Parking', 'Bathroom', 'Drinking Water', 'Power Backup']",17000000.0,,,,3.3,,10.0
"Semi commercial house for rent near New Buspark, Gongabu","Gongabu, Kathmandu",South-West,3.0,,4.0,2050 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Power Backup', 'Garden']",,275000.0,NPR,m,15.0,,15.0
"Beautiful house for sale in Changathali, Lalitpur","Changathali, Lalitpur",East,2.5,4.0,3.0,2074 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Power Backup', 'Water Purifier', 'Parking', 'Internet', 'Bathroom', 'Drainage']",18500000.0,,,,3.0,,14.0
"Beautiful house for sale at Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",South-East,2.5,4.0,4.0,2069 B.S,,"['Power Backup', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']",,,,,4.0,,14.0
