TITLE,LOCATION,FACING,FLOOR,BEDROOM,BATHROOM,BUILT YEAR,PARKING,AMENITIES,PRICE_NPR,RATE_VALUE,RATE_UNIT,RATE_DENOMINATOR,LAND_AREA_AANA,BUILDUP_AREA_SQFT,ROAD_ACCESS_FEET
Semi furnished bungalow on sale in Budhanilkantha,"Budhanilkantha, Kathmandu",East,2.5,5.0,,2062 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Parking', 'Internet', 'Parquet']",45000000.0,,,,7.0,,20.0
"House for sale in Khadkagaun, near LRI School","Khadka Gaun, Kathmandu",North-West,2.5,4.0,,2077 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Marbel']",23000000.0,,,,4.0,,13.0
Bungalow for sale in Mandikhatar,"Mandikhatar, Kathmandu",East,2.5,6.0,4.0,2071 B.S,,"['Parquet', 'Drainage', 'Garden', 'Bathroom', 'Drinking Water', 'Power Backup', 'Parking']",45000000.0,,,,5.0,,18.0
House on sale in Swoyambhu in land price,"Swoyambhu, Kathmandu",East,2.5,6.0,3.0,2068 B.S,,"['Bathroom', 'Parking', 'Garden', 'Drainage']",,6200000.0,NPR,aana,12.3,,22.0
"Brand new house on sale in Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",West,2.5,4.0,3.0,2062 B.S,,"['Marbel', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Internet']",24000000.0,,,,3.0,,13.5
"House on sale in Nakhu, near Mediciti Hospital","Nakkhu, Lalitpur",South-West,3.0,7.0,4.0,2071 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Power Backup']",32500000.0,,,,4.0,,14.5
"Bungalow on sale in Nakhipot, near Kantipur Colony","Nakhipot, Lalitpur",West,3.0,8.0,6.0,2068 B.S,,"['Drinking Water', 'Bathroom', 'Garden', 'Drainage', 'Parking']",80000000.0,,,,7.0,5500.0,20.0
"House on sale in Mahadevsthan, Chandragiri","Mahadevsthan, Kathmandu",East,1.0,2.0,1.0,2062 B.S,,"['Drainage', 'Parking', 'Drinking Water', 'Bathroom']",10500000.0,,,,3.0,,10.0
"house on sale in Hattiban, Lalitpur","Hattiban, Lalitpur",South,2.0,3.0,3.0,2077 B.S,,"['Bathroom', 'Drainage', 'Parking', 'Drinking Water', 'Parquet']",21100000.0,,,,4.0,,13.0
House for Sale at Kapan,"Kapan Gumba, Kathmandu",East,2.5,3.0,2.0,2071 B.S,,"['Earthquake Resistant', 'Marbel', 'Internet', 'Drinking Water', 'Parking', 'TV']",14000000.0,,,,3.2,900.0,13.0
House for sale in Narayantar,"Narayantar, Kathmandu",East,2.5,3.0,4.0,2068 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Garden']",27500000.0,,,,4.2,,18.0
"House for sale in Southern Heights Colony, Thaiba","Thaiba, Lalitpur",North-East,2.5,4.0,4.0,2072 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Parking', 'Internet', 'Gym', 'Marbel']",48500000.0,,,,6.0,,20.0
Bungalow on sale at Dhumbarahi Height,"Dhumbarahi, Kathmandu",South-East,2.5,4.0,5.0,2068 B.S,,"['Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden']",130000000.0,,,,16.0,,15.0
Fully Furnished Bungalow House for Rent in Budhanilkantha,"Siddhartha Colony, Kathmandu",East,2.5,6.0,6.0,2062 B.S,,"['Earthquake Resistant', 'Parquet', 'Fridge', 'Sofa', 'Power Backup', 'Dining Room', 'MiCrowave', 'AirCon', 'Washing Machine', 'Bed Room', 'Garden']",,250000.0,NPR,m,13.440467494521549,4600.0,20.0
"Luxurious house on sale in Aakasedhara, Kapan","Kapan, Kathmandu",South,2.5,5.0,5.0,2077 B.S,,"['Earthquake Resistant', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Internet', 'Garden']",,,,,4.2,2592.0,15.0
"House on sale in Narephat, Koteshwor","Narephat, Kathmandu",West,2.5,6.0,4.0,2071 B.S,,"['Earthquake Resistant', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Power Backup', 'Garden']",38500000.0,,,,6.0,3200.0,13.0
House on sale only in land price in Sanobharyang,"Sanobharyang, Kathmandu",South,2.5,7.0,3.0,2068 B.S,,"['Marbel', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']",18500000.0,,,,5.1,2400.0,12.0
"Bungalow house on sale at Shristy Colony, Nagarjun","Sitapaila, Kathmandu",South,2.0,5.0,3.0,2062 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Marbel']",70000000.0,,,,6.5,,14.0
Bungalow for sale at Chandol,"Chandol, Kathmandu",North,2.0,5.0,3.0,2074 B.S,,"['Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden']",46000000.0,,,,6.0,,18.0
Bungalow house for sale in Budhanilkantha,"Budhanilkantha, Kathmandu",South,2.5,7.0,5.0,2070 B.S,,"['Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Garden', 'Parking']",115000000.0,,,,8.6,,13.0
Brand new bungalow on sale in Bhaisepati,"Bhaisepati, Lalitpur",North-West,2.5,6.0,6.0,2060 B.S,,"['Parquet', 'Drainage', 'Garden', 'Bathroom', 'Drinking Water', 'Parking']",37500000.0,,,,4.0,,16.0
"House on sale in Imadol, opposite of Green Hill City","Imadol, Lalitpur",East,2.5,4.0,4.0,2077 B.S,,"['Earthquake Resistant', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']",24000000.0,,,,4.0,,
Brand new house on sale in Ekantakuna,"Ekantakuna, Lalitpur",South-East,2.5,3.0,4.0,2074 B.S,,"['Earthquake Resistant', 'Parquet', 'Drinking Water', 'Internet', 'Bathroom', 'Parking', 'Drainage', 'Garden']",,,,,4.0,,18.0
Brand new house on sale in Kusunti,"Kusunti, Lalitpur",South-East,2.5,4.0,4.0,2076 B.S,,"['Earthquake Resistant', 'Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking', 'Internet', 'Parquet']",,,,,4.3,,20.0
Bungalow on sale in Narayanthan,"Narayanthan , Kathmandu",South-East,2.5,6.0,3.0,2076 B.S,,"['Parquet', 'Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Parking']",80000000.0,,,,11.0,,14.0
Bungalow for sale at Naxal,"Naxal, Kathmandu",South,2.5,5.0,5.0,2060 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden', 'Marbel']",135000000.0,,,,17.0,,16.0
House for sale at Dhapasi,"Dhapasi, Kathmandu",South,2.5,6.0,4.0,2052 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']",33000000.0,,,,6.0,,20.0
Bungalow on sale at Hepali Height,"Hepali Height, Kathmandu",North,2.5,6.0,4.0,2054 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Parquet']",33000000.0,,,,4.0,,14.0
"House on sale in Sankata Colony, Sitapaila","Sitapaila, Kathmandu",North,2.5,4.0,4.0,2076 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Power Backup', 'Marbel']",24000000.0,,,,4.2,,16.0
House for sale at Bafal,"Bafal, Kathmandu",South,3.5,7.0,4.0,2074 B.S,,"['Drainage', 'Bathroom', 'Drinking Water']",46000000.0,,,,5.2,,16.5
House on sale at Makalbari Buspark,"Makalbari, Kathmandu",North-East,3.5,6.0,5.0,2070 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']",17000000.0,,,,2.2,1344.0,12.0
"House on sale in Nakkhu, near Mediciti Hospital","Karyabinayak, Lalitpur",West,2.5,4.0,5.0,2060 B.S,,"['Drainage', 'Garden', 'Bathroom', 'Drinking Water', 'Internet', 'Parking', 'Parquet']",32500000.0,,,,4.0,,20.0
House on rent in Thapathali Height,"Thapathali, Kathmandu",,2.5,,13.0,2070 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking', 'Internet']",,,,,48.0,7000.0,15.0
"House on sale in Bojepokhari, Lalitpur","Bojepokhari, Lalitpur",South-East,2.5,,,2059 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Marbel']",30000000.0,,,,6.0,,12.0
Brand new house on sale in Syuchatar,"Syuchatar, Kathmandu",North,3.5,7.0,,2060 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']",29500000.0,,,,4.0,,20.0
"House on sale at Hattiban, Lalitpur","Hattiban, Lalitpur",South-East,2.5,,,2070 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']",26500000.0,,,,4.0,1369.0,20.0
"House on sale in Mulpani, Tiwari Tole","Mulpani, Kathmandu",South East,3.0,4.0,5.0,2075 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']",22500000.0,,,,4.1,,14.0
"Bungalow house for sale in Narayanthan, Budhanilkantha","Narayanthan , Kathmandu",West,2.0,4.0,4.0,2076 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Parquet']",45000000.0,,,,6.0,,19.0
"Brand new house on sale in Phulbari Marga, Bhaisepati","Bhaisepati, Lalitpur",South East,2.5,4.0,4.0,2058 B.S,,"['Parquet', 'Drainage', 'Bathroom', 'Garden', 'Parking']",28500000.0,,,,4.0,,19.0
"Brand new house on sale inside Colony, Bhaisepati","Bhaisepati, Lalitpur",North,2.5,4.0,4.0,2060 B.S,,"['Marbel', 'Drainage', 'Bathroom', 'Garden', 'Parking', 'Internet']",25000000.0,,,,3.2,,20.0
Bungalow for sale in Budhanilkantha,"Budhanilkantha, Kathmandu",North,2.0,4.0,,2074 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Parking', 'AirCon', 'Parquet']",80000000.0,,,,6.5,,15.0
Brand new house for sale at Bhaisepati,"Bhaisepati, Lalitpur",North,2.5,4.0,5.0,2074 B.S,,"['Power Backup', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Internet', 'CC Camera', 'Parquet']",,,,,6.2,,20.0
"Bungalow on sale in Tokha, Venus Residency","Tokha, Kathmandu",South,2.5,4.0,4.0,2074 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Internet', 'Parking', 'Parquet']",,,,,7.0,,20.0
Brand new house for sale at Budhanilkantha,"Budhanilkantha, Kathmandu",South West,2.5,5.0,,2076 B.S,,"['Parquet', 'Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking', 'Internet']",47000000.0,,,,6.0,,15.0
"House on sale at Kapan, Ram Mandir","Ram Mandir, Kathmandu",South West,2.5,6.0,3.0,2076 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Internet', 'Parking', 'Parquet']",27200000.000000004,,,,4.2,,13.0
"House for sale in Katunje, Bhaktapur","Katunje, Bhaktapur",East,3.5,8.0,4.0,2060 B.S,,"['Drainage', 'Bathroom', 'Drinking Water']",23500000.0,,,,,,20.0
House on sale at Chandol,"Chandol, Kathmandu",West,2.5,4.0,,2052 B.S,,"['Drinking Water', 'Bathroom', 'Garden', 'Drainage', 'Parking', 'Internet']",35000000.0,,,,4.0,,15.5
House for sale at Chandol,"Chandol, Kathmandu",West,3.5,8.0,4.0,2060 B.S,,"['Drinking Water', 'Bathroom', 'Drainage']",,,,,3.3,,22.0
New bungalow house on sale in Sukedhara,"Sukedhara, Kathmandu",West,2.5,5.0,3.0,2060 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Parquet', 'Garden']",40000000.0,,,,6.0,,12.0
New house on sale in Dhumbarahi,"Dhumbarahi, Kathmandu",East,3.0,7.0,4.0,2052 B.S,,"['Earthquake Resistant', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']",62500000.0,,,,5.5,5500.0,12.0
House on sale at Dhungedhara,"Dhungedhara, Kathmandu",South,3.0,7.0,4.0,2072 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']",26000000.0,,,,3.2,,12.0
House on sale in Kuleshwor,"Kuleshwor, Kathmandu",East,2.5,5.0,4.0,2070 B.S,,"['Drainage', 'Bathroom']",22500000.0,,,,2.2,,19.0
Bungalow for rent in Basundhara,"Basundhara, Kathmandu",West,2.5,8.0,10.0,2064 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']",,200000.0,NPR,m,14.0,5000.0,15.0
Brand new bungalow for rent in Bhaisepati,"Bhaisepati, Lalitpur",West,2.5,5.0,5.0,2060 B.S,,"['Garden', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Parquet']",,,,,14.0,,20.0
House on sale at Thankot,"Thankot, Kathmandu",West,2.5,4.0,4.0,2070 B.S,,"['Earthquake Resistant', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking']",16000000.0,,,,4.2,,13.0
New house on sale in Lolang Height,"Lolang, Kathmandu",West,2.5,4.0,4.0,2059 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']",16500000.0,,,,3.1,,13.0
"Brand new house on sale in Ochu Height, Imadol","Imadol, Lalitpur",East,2.5,3.0,3.0,2060 B.S,,"['Earthquake Resistant', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']",17000000.0,,,,2.2,900.0,13.0
"Brand new bungalow on sale in Golfutar, Hepali Height","Golfutar, Kathmandu",South,3.0,5.0,5.0,2070 B.S,,"['Parquet', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking']",40000000.0,,,,5.2,,13.0
Brand new house on sale in Nakkhu,"Nakkhu, Lalitpur",West,2.5,4.0,4.0,2075 B.S,,"['Marbel', 'Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden', 'Internet']",,,,,3.2,,20.0
House for rent at Bhaisepati,"Bhaisepati, Lalitpur",West,3.0,8.0,5.0,2076 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Parking', 'Internet']",,125000.0,NPR,m,17.0,,20.0
House on sale in Ekantakuna,"Ekantakuna, Lalitpur",North,2.5,3.0,2.0,2058 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']",,,,,3.0,,13.0
Huge building on rent in Imadol,"Imadol, Lalitpur",West,4.0,100.0,100.0,2060 B.S,,"['Bathroom', 'Drainage', 'Parking', 'Garden', 'Marbel']",,1500000.0,NPR,m,124.0,,27.0
"Brand new house on sale in Imadol, Lalitpur","Gwarko, Lalitpur",North West,2.0,5.0,3.0,2077 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Parking', 'Bathroom', 'Internet', 'Drinking Water', 'Modular Kitchen', 'Bed Room', 'Drainage']",19500000.0,,,,4.0,1200.0,15.0
"House on sale at Golfutar, Budhanilkantha","Golfutar, Kathmandu",South East,2.5,5.0,4.0,2075 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Garden', 'Internet', 'Parking', 'Parquet']",37000000.0,,,,4.0,,20.0
House on rent at New Baneshwor,"New Baneshwor, Kathmandu",East,3.0,5.0,5.0,2062 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Parking']",,150000.0,NPR,m,10.0,,15.0
Bungalow for rent in Mandikhatar,"Mandikhatar, Kathmandu",West,2.0,4.0,3.0,2062 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Garden', 'Parking', 'Marbel', 'Parquet']",,100000.0,NPR,m,,,20.0
House for sale in Thankot,"Thankot, Kathmandu",East,2.5,4.0,4.0,2065 B.S,,"['Earthquake Resistant', 'Marbel', 'Parking', 'Drinking Water', 'Bathroom', 'Drainage', 'Sofa']",15000000.0,,,,3.0,,13.0
New house on sale in Dhapasi,"Dhapasi, Kathmandu",North,2.5,5.0,4.0,2068 B.S,,"['Marbel', 'Power Backup', 'Bathroom', 'Drainage', 'Parking']",28500000.0,,,,4.0,,13.0
House on sale at Imadol,"Imadol, Lalitpur",North,2.5,4.0,4.0,2076 B.S,,"['Bathroom', 'Drainage', 'Parking', 'Parquet']",19000000.0,,,,3.2,,13.0
House on sale in Dhapasi Height,"Dhapasi, Kathmandu",East,2.5,3.0,3.0,2076 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Parquet']",32000000.0,,,,5.0,,13.0
"House on sale in Rudreshwor, Budhanilkantha","Rudreshwor, Kathmandu",South,2.5,5.0,5.0,2076 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Parquet']",42000000.0,,,,7.2,,14.0
Luxurious bungalow on rent in Dhobighat,"Dhobighat, Lalitpur",South East,2.5,3.0,3.0,2076 B.S,,"['Earthquake Resistant', 'Water Purifier', 'Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Parking', 'Power Backup', 'Marbel', 'Parquet', 'MiCrowave']",,130000.0,NPR,m,9.2,5000.0,20.0
House for sale in Bhaisepati,"Bhaisepati, Lalitpur",South East,2.5,4.0,4.0,2076 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Earthquake Resistant', 'Parking', 'Internet', 'Garden', 'Power Backup', 'Parquet']",,,,,5.2,,20.0
Bungalow for rent in Bhaisepati,"Bhaisepati, Lalitpur",West,2.5,6.0,6.0,2070 B.S,,"['Earthquake Resistant', 'Marbel', 'Power Backup', 'Parking', 'Garden', 'Water Purifier', 'Bathroom', 'Drainage', 'Power Backup', 'Drinking Water']",,250000.0,NPR,m,16.0,,20.0
House on sale in Narayanthan,"Narayanthan , Kathmandu",South,2.5,5.0,6.0,2074 B.S,,"['Bathroom', 'Drainage', 'Parking', 'Parquet']",47500000.0,,,,6.0,,18.0
Bungalow on rent at Budhanilkantha,"Deuwa Chowk, Kathmandu",West,2.5,7.0,5.0,2076 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Modular Kitchen', 'Parking', 'Power Backup', 'Parquet']",,400000.0,NPR,m,48.0,5000.0,20.0
"House for sale in Deuba Chowk, Budhanilkantha","Deuwa chowk, Kathmandu",South-West,2.5,5.0,5.0,2076 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']",32500000.0,,,,4.1,,14.0
Commercial building on sale in Chabahil,"Gopikrishna Hall, Kathmandu",,6.0,,,2070 B.S,,"['Drainage', 'Bathroom', 'Parking', 'Internet']",180000000.0,,,,9.0,,20.0
House on sale in Pepsicola,"Pepsicola, Kathmandu",South-East,2.5,4.0,3.0,2076 B.S,,"['Earthquake Resistant', 'Parquet', 'AirCon', 'Parking', 'Modular Kitchen', 'Drinking Water', 'Bathroom', 'Drainage']",33000000.0,,,,3.3,,20.0
House on sale in Baluwatar,"Baluwatar, Kathmandu",South-East,2.5,4.0,4.0,2077 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']",55000000.0,,,,5.0,,13.0
"Semi bungalow on sale in Rudreshwor Chowk, Budhanilkantha","Rudreshwor, Kathmandu",North-West,2.5,7.0,3.0,2070 B.S,,"['Marbel', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking', 'Modular Kitchen', 'Washing Machine']",37500000.0,,,,5.0,,18.0
Luxurious house on rent in Bhaisepati,"Bhaisepati, Lalitpur",North,2.5,5.0,6.0,2069 B.S,,"['Earthquake Resistant', 'Sofa', 'Power Backup', 'Dining Room', 'MiCrowave', 'Bed Room', 'Garden', 'Modular Kitchen', 'Parking', 'Drinking Water', 'Bathroom']",,,,,6.0,,20.0
Brand new house for sale in Bhaisepati,"Bhaisepati, Lalitpur",North,2.5,4.0,4.0,2075 B.S,,"['Earthquake Resistant', 'Marbel', 'Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Parking', 'Internet']",38000000.0,,,,4.0,,20.0
"House on sale in Bhaktapur, Sudal","Sudal, Bhaktapur",North,1.0,2.0,1.0,2062 B.S,,"['Drainage', 'Bathroom', 'Parking']",7500000.0,,,,3.0,,10.0
"House on sale in Gothatar, Tejbinayak Chowk","Gothatar, Kathmandu",South,3.0,,,2062 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking']",18500000.0,,,,3.0,,14.0
Brand new house for sale in Bhaisepati,"Bhaisepati, Lalitpur",East,2.5,4.0,5.0,2065 B.S,,"['Internet', 'Parking', 'Garden', 'Drinking Water', 'Bathroom', 'Drainage']",24500000.0,,,,3.2,,20.0
"New house on sale in Golfutar, Special Chowk","Golfutar, Kathmandu",South-East,2.5,5.0,4.0,2068 B.S,,"['Power Backup', 'Parking', 'Drainage', 'Bathroom', 'Drinking Water']",27000000.0,,,,4.0,,13.0
"Bungalow for rent near VInayak Colony, Bhaisepati","Bhaisepati, Lalitpur",,2.5,5.0,5.0,2076 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Modular Kitchen', 'Parquet']",,150000.0,NPR,m,6.2,,20.0
"House for sale near Khwopa Engineering college, Bhaktapur","Liwali, Bhaktapur",East,2.5,3.0,2.0,2076 B.S,,"['Earthquake Resistant', 'Marbel', 'Fridge', 'Sofa', 'Power Backup', 'Dining Room', 'MiCrowave', 'Bed Room', 'Garden', 'Parking', 'Modular Kitchen']",35000000.0,,,,7.2,912.0,13.0
"House on sale in Imadol, Ochu Height","Imadol, Lalitpur",East,2.5,4.0,4.0,2070 B.S,,"['Earthquake Resistant', 'Marbel', 'Garden', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']",18500000.0,,,,3.0,1900.0,14.0
House on sale in Nakhu near by Mediciti Hospital,"Nakkhu, Lalitpur",North,2.5,4.0,5.0,2063 B.S,,"['Earthquake Resistant', 'Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Garden', 'Internet']",26500000.0,,,,3.2,,20.0
"House on sale in Imadol, Nayabasti","Imadol, Lalitpur",North,2.5,7.0,4.0,2070 B.S,,"['Drainage', 'Bathroom', 'Garden', 'Parking', 'Drinking Water', 'Marbel']",16000000.0,,,,3.0,,13.0
Commercial house on rent in Baluwatar,"Baluwatar, Kathmandu",,2.5,5.0,4.0,2063 B.S,,"['Garden', 'Parking', 'Drinking Water', 'Bathroom', 'Drainage']",,,,,,,20.0
"Bungalow house for sale in Hattigauda, Ganesh Chowk","Hattigaunda, Kathmandu",East,2.5,4.0,4.0,2077 B.S,,"['Earthquake Resistant', 'Marbel', 'Parquet', 'Modular Kitchen', 'Parking', 'Drainage', 'Bathroom', 'Drinking Water']",23000000.0,,,,3.0,,13.0
"Commercial house on sale in Patitar, Guheshwori Townplanning","Patitar, Kathmandu",North-East,3.5,,,2060 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']",67000000.0,,,,9.1,,20.0
House on sale at Kusunti,"Kusunti, Lalitpur",East,2.5,4.0,3.0,2060 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']",26500000.0,,,,3.0,,15.0
"House on sale in Hattidanda, Pepsicola","Hattidanda, Kathmandu",South-East,3.5,7.0,3.0,2077 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Garden']",26500000.0,,,,5.2,,13.0
"House on sale in Dholahiti, Lalitpur","Dholahiti, Lalitpur",West,2.5,4.0,4.0,2077 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Power Backup']",27500000.0,,,,4.0,,20.0
"Newly built house on sale in Imadol, Shital Height","Imadol, Lalitpur",East,2.5,4.0,3.0,2065 B.S,,"['Internet', 'Drainage', 'Bathroom', 'Garden', 'Parking']",19000000.0,,,,3.0,,13.0
House on sale in Shantinagar,"Shantinagar, Kathmandu",South,3.5,10.0,4.0,2068 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']",39000000.0,,,,3.0,,30.0
House for sale in Bafal,"Bafal, Kathmandu",East,2.5,4.0,4.0,2076 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']",25500000.0,,,,4.2,,13.0
House on sale in Dhungedhara,"Dhungedhara, Kathmandu",South,2.5,5.0,4.0,2076 B.S,,"['Bathroom', 'Drainage', 'Drinking Water', 'Parking', 'Marbel']",28000000.0,,,,3.2,,12.0
House on sale in Thankot Checkpost,"Thankot, Kathmandu",West,2.5,7.0,4.0,2076 B.S,,"['Drainage', 'Drinking Water']",10500000.0,,,,3.0,,5.0
"House on sale in Thankot, Chandragiri","Thankot, Kathmandu",North,1.0,3.0,3.0,2076 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Parking', 'Marbel']",11500000.0,,,,3.0,,13.0
"House on sale in Baniyatar, Suryadarshan Height","Baniyatar, Kathmandu",West,2.5,4.0,4.0,2076 B.S,,"['Bathroom', 'Drainage', 'Parking', 'Marbel']",18500000.0,,,,2.2,,
"House for sale in Sanagaun, Lalitpur","Sanagaun, Lalitpur",West,2.5,5.0,4.0,2076 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking']",,,,,3.0,,10.0
"House on sale in Sanagaun, Lalitpur","Sanagaun, Lalitpur",West,2.0,7.0,4.0,2076 B.S,,"['Earthquake Resistant', 'Bathroom', 'Drinking Water', 'Drainage', 'Parking']",,,,,3.1,21528.0,13.0
House on sale in Thecho,"Thecho, Lalitpur",North,2.0,3.0,3.0,2073 B.S,,"['Drinking Water', 'Bathroom', 'Drainage', 'Garden', 'Parking']",,,,,6.1,,13.0
House for sale in Kalanki,"Kalanki, Kathmandu",East,3.0,5.0,3.0,2075 B.S,,"['Garden', 'Parking', 'Drainage', 'Bathroom', 'Drinking Water']",42500000.0,,,,8.0,,14.0
Mini bungalow house on sale at Bafal,"Bafal, Kathmandu",West,2.5,6.0,4.0,2062 B.S,,"['Marbel', 'Parquet', 'Drainage', 'Bathroom', 'Parking', 'Modular Kitchen']",30000000.0,,,,4.0,,14.0
House on sale in Banasthali,"Banasthali, Kathmandu",East,3.0,5.0,4.0,2062 B.S,,"['Drainage', 'Bathroom']",30000000.0,,,,4.0,,32.0
"House for sale in Green Village Society, Ramkot","Ramkot, Kathmandu",North,2.0,4.0,2.0,2065 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Marbel']",15500000.0,,,,4.0,,20.0
House on sale in Ramkot,"Ramkot, Kathmandu",North,2.0,4.0,2.0,2068 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']",17500000.0,,,,5.0,,20.0
House For Sale at Khusibu Townplanning,"Khusibu, Kathmandu",East,3.5,7.0,7.0,2065 B.S,,"['Earthquake Resistant', 'Drinking Water', 'Bathroom', 'Marbel', 'Parking', 'Drainage', 'Modular Kitchen', 'Power Backup']",41000000.0,,,,4.2,1540.125,20.0
House for sale in Hattiban,"Hattiban, Lalitpur",North,2.5,6.0,4.0,2077 B.S,,"['Bathroom', 'Drinking Water', 'Drainage', 'Parking']",21500000.0,,,,4.0,,13.0
House on sale in Hattiiban,"Hattiban, Lalitpur",North,2.5,5.0,4.0,2077 B.S,,"['Drinking Water', 'Bathroom', 'Parking']",21000000.0,,,,4.0,,13.0
House on sale in Swoyambhu,"Swoyambhu, Kathmandu",East,3.5,12.0,5.0,2075 B.S,,"['Drainage', 'Bathroom', 'Drinking Water', 'Parking', 'Power Backup']",,,,,5.0,,13.0
